[2024/03/28 22:02:09.719][epsonscan2      ][DbgLog.cpp                                   ; 569][P7CDbgLog                                    ][00006563][-ERROR-] LoadModule Path:[/usr/bin/epsonscan2] Ver:[1.0.0]
[2024/03/28 22:02:23.531][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  47][GetValueForKey                               ][00006563][-INFO.-] Key = maxScanSize
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 236][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 243][GetValueForKey                               ][00006563][-INFO.-] Key = maxScanSize
[2024/03/28 22:02:23.532][epsonscan2      ][Engine.cpp                                   ; 230][SetValueForKey                               ][00006563][-TRACE-] SetValueForKey  Key = functionalUnitType value = {
    "functionalUnitType": {
        "int": 1
    }
}
[2024/03/28 22:02:23.532][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  64][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 191][GetAvailableValuesForKey                     ][00006563][-TRACE-] ENTER : GetAvailableValuesForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  85][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 260][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 267][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.532][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt ScanAreaMaxHeight 1170
[2024/03/28 22:02:23.532][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.532][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : doubleFeedDetectionRangeOffset
[2024/03/28 22:02:23.532][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.532][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.532][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.532][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt DoubleFeedDetectionAreaLength 1550
[2024/03/28 22:02:23.533][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.533][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = DoubleFeedDetectionAreaLength
[2024/03/28 22:02:23.533][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.533][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  47][GetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 236][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 243][GetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.533][epsonscan2      ][Engine.cpp                                   ; 230][SetValueForKey                               ][00006563][-TRACE-] SetValueForKey  Key = functionalUnitType value = {
    "functionalUnitType": {
        "int": 1
    }
}
[2024/03/28 22:02:23.533][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  64][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 191][GetAvailableValuesForKey                     ][00006563][-TRACE-] ENTER : GetAvailableValuesForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  85][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 260][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 267][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.533][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.533][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  47][GetValueForKey                               ][00006563][-INFO.-] Key = maxScanSize
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 236][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 243][GetValueForKey                               ][00006563][-INFO.-] Key = maxScanSize
[2024/03/28 22:02:23.534][epsonscan2      ][Engine.cpp                                   ; 230][SetValueForKey                               ][00006563][-TRACE-] SetValueForKey  Key = functionalUnitType value = {
    "functionalUnitType": {
        "int": 1
    }
}
[2024/03/28 22:02:23.534][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  64][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 191][GetAvailableValuesForKey                     ][00006563][-TRACE-] ENTER : GetAvailableValuesForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  85][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 260][SetValueForKey                               ][00006563][-TRACE-] ENTER : SetValueForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 267][SetValueForKey                               ][00006563][-INFO.-] Key = functionalUnitType
[2024/03/28 22:02:23.534][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt ScanAreaMaxHeight 1170
[2024/03/28 22:02:23.534][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.534][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : doubleFeedDetectionRangeLength
[2024/03/28 22:02:23.534][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.534][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.534][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.534][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.535][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.535][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : defaultPasswordType
[2024/03/28 22:02:23.535][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.535][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt defaultPasswordType 0
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = defaultPasswordType
[2024/03/28 22:02:23.535][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.535][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : defaultPasswordType
[2024/03/28 22:02:23.535][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.535][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt BlankPageSkip 0
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = BlankPageSkip
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.535][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt BlankPageSkipLevel 10
[2024/03/28 22:02:23.535][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = BlankPageSkipLevel
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.536][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt PaperDeskew 1
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = PaperDeskew
[2024/03/28 22:02:23.536][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.536][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.536][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt BackgroundRemoval 0
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = BackgroundRemoval
[2024/03/28 22:02:23.536][epsonscan2      ][ESScanner.cpp                                ; 153][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get capability for key. Key:backgroundRemoval, Target:AvailableValues
[2024/03/28 22:02:23.536][epsonscan2      ][ESScanner.cpp                                ; 408][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get target capability for keys. key:backgroundRemoval, target:AvailableValues
[2024/03/28 22:02:23.536][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt ColorType 2
[2024/03/28 22:02:23.536][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt AutoSize 1
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = AutoSize
[2024/03/28 22:02:23.537][epsonscan2      ][AutoSize.cpp                                 ; 132][IsSoftwareAvailable                          ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.537][epsonscan2      ][AutoSize.cpp                                 ; 158][IsSoftwareAvailable                          ][00006563][-TRACE-] Get kPrvHRD_SWAutoSizeFlatbed  = 2
[2024/03/28 22:02:23.537][epsonscan2      ][ESIMP2.cpp                                   ; 357][IsESIMP2Available                            ][00006563][-TRACE-] libesimp2 = /usr/lib/epsonscan2/non-free-exec/libesimp2.so
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt PaperEndDetection 0
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = PaperEndDetection
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.537][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.537][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt TransferCompression 0
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = TransferCompression
[2024/03/28 22:02:23.538][epsonscan2      ][ESScanner.cpp                                ; 153][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get capability for key. Key:imageFormat, Target:AvailableValues
[2024/03/28 22:02:23.538][epsonscan2      ][ESScanner.cpp                                ; 408][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get target capability for keys. key:imageFormat, target:AvailableValues
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.538][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.538][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerSaveTime
[2024/03/28 22:02:23.538][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.538][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt SleepTime 0
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = SleepTime
[2024/03/28 22:02:23.538][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.538][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerSaveTime
[2024/03/28 22:02:23.538][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.538][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.538][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.539][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.539][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  41][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerOffTime
[2024/03/28 22:02:23.539][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.539][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt AutoPowerOffTime 0
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = AutoPowerOffTime
[2024/03/28 22:02:23.539][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.539][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.539][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  41][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerOffTime
[2024/03/28 22:02:23.539][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.539][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.539][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerOffTime2nd
[2024/03/28 22:02:23.539][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.539][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt AutoPowerOffTimeBattery 0
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.539][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = AutoPowerOffTimeBattery
[2024/03/28 22:02:23.540][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.540][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : powerOffTime2nd
[2024/03/28 22:02:23.540][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.540][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt BackgroundColor 3
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = BackgroundColor
[2024/03/28 22:02:23.540][epsonscan2      ][ESScanner.cpp                                ; 153][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get capability for key. Key:BGColor, Target:AvailableValues
[2024/03/28 22:02:23.540][epsonscan2      ][ESScanner.cpp                                ; 408][GetTargetCapabilityForKey                    ][00006563][-ERROR-] Failed get target capability for keys. key:BGColor, target:AvailableValues
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.540][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.540][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.540][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : autoFeedingModeTimeout
[2024/03/28 22:02:23.540][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.540][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt AFMTimeout 0
[2024/03/28 22:02:23.540][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = AFMTimeout
[2024/03/28 22:02:23.541][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.541][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : autoFeedingModeTimeout
[2024/03/28 22:02:23.541][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.541][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt ESADFCard 0
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = ESADFCard
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.541][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.541][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.541][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : sensorGlassDirtSensitivity
[2024/03/28 22:02:23.541][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.541][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt sensorGlassDirtySensitivity 0
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.541][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = sensorGlassDirtySensitivity
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.542][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : adfPaperProtection
[2024/03/28 22:02:23.542][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.542][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt adfPaperProtection 0
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = adfPaperProtection
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
